,index,Unnamed: 0,level_0,Temperature (K),Partition Function,Energy_(eV/fu),Helmholtz,Entropy_(eV/Kfu),Hmix_Var,Volume_per_fu,Volume_per_fu_var,Hmix (meV/fu),Hmix (meV/fu)_var,Probs_Squared_Sum,Z/W,PbTe,PbSe,PbS,SnTe,SnSe,SnS,GeTe,GeSe,GeS,MnTe,MnSe,MnS,ZnTe,ZnSe,ZnS,Pb,Sn,Ge,Mn,Zn,Te,Se,S,Scaled_Entropy (meV/fuK),Number_of_Configs,Free Energy (meV/fu),Uncertainty (meV/fu),Vegards Volume_per_fu,Vegards Energy_per_fu,Vegards E_hull,Delta Volume per fu,percent difference Volume,Predicted_Energy_per_fu,H_mix_Predicted (meV/fu),EOS_Correction
20,20.0,7974.0,114.0,600.0,31.025353734225515,0.02459368692623602,-0.17759313702537766,2.808150332661301e-05,8.562447983046924,68.99970255227414,0.012355691107624028,24.593686926236014,8.279734997884184,0.02006205786375555,0.6205070746845103,0.9166666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.08333333333333333,0.024708684528931726,50.0,9.768476208876985,0.41382237694563895,69.06966986,-7.769528352666668,0.0,-0.0699673077258609,-0.10129961221427633,-7.728386902518595,41.141450148072245,0.5977836667818185
21,21.0,8367.0,114.0,600.0,23.357173362217818,0.03483241942302657,-0.16291434173064676,2.7464827938010183e-05,23.94538117965743,55.317569132456576,0.2871037698826244,34.83241942302656,20.84164349821064,0.02190969768581083,0.5077646383090829,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.09458057727923898,46.0,-21.915926944516826,0.7214927336953307,54.86028412666667,-8.413443659333334,8.37518133333326,0.4572850057899061,0.833544727428102,-8.293030421962134,120.41323737119924,0.2892740049472158
22,22.0,8760.0,114.0,600.0,2.1103214133267003,0.10678622795032824,-0.03861462754089033,2.0194563262669244e-05,127.87069647964779,57.50290854438864,0.2079352817592316,106.78622795032824,109.8376093191399,0.061308554140382325,0.12413655372510002,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.11865826133120952,17.0,35.591271151602534,2.7425910514098524,56.184439775,-8.4444494535,35.417547500000246,1.3184687693886374,2.3466795694122187,-8.080577113193081,363.8723403069193,0.29347168256937617
23,23.0,9153.0,114.0,600.0,12.065528753290215,0.06580647207286655,-0.1287611818945129,2.702328527324715e-05,116.37585318419292,52.748330779242075,0.6195884072704544,65.80647207286654,112.03152561604807,0.023699004195937567,0.2742165625747776,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.1188566566829588,44.0,-5.507521936908745,1.6263166217518048,51.66525698,-8.7622035575,31.95292500000013,1.0830737992420794,2.0963290662840315,-8.527951676022873,234.2518814771264,0.28092185069297826
24,24.0,9546.0,114.0,600.0,4.771889694701294,0.08282914428981429,-0.08080002934812304,2.2726274116380184e-05,64.003913524355,50.24173552765754,0.5332614713684407,82.82914428981428,76.50861255661471,0.042878867652235,0.1988287372792205,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.09430654500143193,24.0,26.245217288955125,1.6330430888930818,49.59480896,-9.063796341333331,60.143594666666786,0.6469265676575446,1.3044239532796955,-8.868135798133249,195.66054320008243,0.42333085115231034
25,25.0,9939.0,114.0,600.0,18.095533606474657,0.05095551623394205,-0.14971746490441332,2.787124738032713e-05,183.27793432063564,56.63897956490208,0.016918705223516968,50.95551623394206,157.10407767480396,0.021210304832449,0.3619106721294931,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.03854971976573243,50.0,27.825684374502607,1.914564881745383,56.9520524,-8.704499568666666,0.0,-0.3130728350979197,-0.5497129987503658,-8.605565092569522,98.93447609714379,0.5150430693533853
26,26.0,10332.0,114.0,600.0,29.31581503070641,0.02684657690956059,-0.17466267850479994,2.7987396585327862e-05,100.16361293781976,51.9697114969614,0.537493567296948,26.846576909560593,69.72802888751697,0.020534174130123626,0.5863163006141282,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.05953068102343141,50.0,-8.871831704498252,1.4153700077210891,52.408082,-8.456551656,12.562771999999885,-0.4383705030385983,-0.8364559173117578,-8.352594214372052,103.95744162794784,0.2582458406935553
27,27.0,10725.0,114.0,600.0,34.198805442831805,0.01944785420644629,-0.18262838165810366,2.806614387007639e-05,20.61151677673967,68.63238361972161,0.004492922058761752,19.44785420644629,19.516202687557946,0.02014650296259593,0.6839761088566363,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.038793080989121,50.0,-3.827994387026308,0.6420516611105319,68.64084122999999,-7.775906829333333,0.0,-0.008457610278384209,-0.012321542287112512,-7.745653216331219,30.253613002114044,0.6428274932017979
28,28.0,11118.0,114.0,600.0,38.596786670656535,0.013339323716811976,-0.1888834440207593,2.8086495519107122e-05,4.8666318749081166,57.69088484899277,0.015619921907497962,13.339323716811974,4.513531920042243,0.020033804156411813,0.7719357334131307,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.059718895134816825,50.0,-22.492013364078122,0.3119817903310421,57.86722337000001,-8.344662728,2.5717880000000197,-0.17633852100723146,-0.3047295355433458,-8.32918706063178,15.475667368219703,0.8619546672478338
29,29.0,11511.0,114.0,600.0,21.735477585702828,0.04235866831114928,-0.1591938094147244,2.7993399684149127e-05,78.13822919005011,67.6719510270189,0.1061597264455711,42.35866831114927,72.64915548826723,0.02055130261585733,0.4347095517140566,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.038701899495778215,50.0,19.137528613682353,1.2501058290404865,67.72326792,-7.873414043333333,0.0,-0.051316892981091655,-0.0757743897440259,-7.796687890255855,76.72615307747765,0.5520760081425654
30,30.0,11904.0,114.0,600.0,27.71600197730741,0.030164542308266637,-0.1717611950407454,2.8045241298473888e-05,38.82210071775512,65.96357060633477,0.02314234776502856,30.16454230826664,33.979015709568564,0.02025602655985067,0.5543200395461483,0.5833333333333334,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,0.05843898159457374,50.0,-4.898846648477601,0.881159471579976,65.977995375,-7.941303080333334,0.0,-0.014424768665236344,-0.021862999297341628,-7.885309294150368,55.9937861829658,0.5387123172864344
31,31.0,12297.0,114.0,600.0,13.761419248016384,0.06454581302353755,-0.13556110799203966,2.779262791883017e-05,124.24819919890659,62.28029405573915,0.5430919731214072,64.54581302353756,111.8567022653583,0.021278929929565475,0.28084529077584464,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.08815694840692109,49.0,11.65164397938491,1.5923810896489454,61.90883153,-8.295335282666668,0.0,0.3714625257391475,0.600015404198257,-8.162677100400558,132.65818226611083,0.4865573455096753
32,32.0,12690.0,114.0,600.0,3.1473019556569946,0.10896609526480217,-0.05928098953758881,2.336765066699875e-05,203.92849245410198,46.59345582430155,1.7367636273703952,108.96609526480215,240.15449521524283,0.04054730204197498,0.1165667390984072,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.05903527677928355,27.0,73.54492919723202,2.7482552879835787,47.26258918,-9.139559037,90.2153920000002,-0.6691333556984489,-1.415778033552179,-8.931246875883552,208.31216111644756,0.523090417193116
33,33.0,13083.0,114.0,600.0,70.0883125213586,0.05306146207806608,-0.21972937853405108,3.788761675168294e-05,128.3804200683348,61.638076409094715,0.25223573128173604,53.06146207806607,114.887888016534,0.005219553436145972,0.35044156260679304,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.09431041099782543,200.0,-3.524784520629176,0.8011879307264145,61.480002899999995,-8.301713759333332,0.0,0.15807350909470586,0.2571136981756809,-8.193162734167672,108.55102516566006,0.4888158540841858
34,34.0,13476.0,114.0,600.0,18.354702539990804,0.05170058667519909,-0.15045273014589255,2.807684955848495e-05,11.359186875692865,52.155257430260846,0.13766548113886487,51.7005866751991,12.113671062478929,0.02009088379941845,0.3670940507998161,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.059700099507135236,50.0,15.880526970917954,0.4766379522382342,52.49687075,-8.966539466,36.30052599999978,-0.3416133197391531,-0.6507308242542307,-8.907998803030697,58.54066296930327,0.8831568358272458
35,35.0,13869.0,114.0,600.0,38.75026867611373,0.013118845761359415,-0.1890886397760036,2.808437299130041e-05,6.387367786728457,60.67209224312021,0.001160312505694273,13.118845761359415,6.137159986215671,0.02004596733306254,0.7750053735222745,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.02471098057784083,50.0,-1.707742585345084,0.3574176209066491,60.652303665,-8.272095582333334,0.0,0.01978857812021317,0.032626259720506486,-8.251713994491114,20.381587842219773,0.6436616157149527
36,36.0,14262.0,114.0,600.0,20.957317465751427,0.04413807046884576,-0.15730878662958533,2.7978730152559882e-05,88.40863369964687,61.156607581836425,0.1640195667567072,44.13807046884576,83.76542259724394,0.020635958047485976,0.4191463493150284,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.08926624145753922,50.0,-9.421674405677775,1.3297265410575732,61.05117427,-8.308092236,0.0,0.10543331183642836,0.17269661574427295,-8.224768749713615,83.32348628638542,0.5297194396924516
37,37.0,14655.0,114.0,600.0,17.02030904480892,0.054266113393249125,-0.14655018837377706,2.7891153023198084e-05,165.0280260284725,64.03240976512139,0.3341179745456784,54.26611339324913,144.02396276605037,0.02110718339007964,0.3404061808961784,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.08901474697342054,50.0,0.8572652091968038,1.8167444841169742,63.714020125,-8.142695985,0.0,0.3183896401213886,0.4997167648450728,-8.03193325753573,110.76272746426952,0.489931176629382
38,38.0,15048.0,114.0,600.0,5.336515147402013,0.09725214875903614,-0.0865821110711523,2.553253608752617e-05,230.91866264843517,59.25164037455163,1.6331326180114485,97.25214875903616,121.03834037282476,0.029114522843843988,0.14823653187227814,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.05931974321373362,36.0,61.66030283079599,2.532668019261479,58.09787187,-8.370886748,36.30052599999978,1.1537685045516284,1.9859049349230984,-8.171217037053934,199.66971094606657,0.4870651051591158
39,39.0,15441.0,114.0,600.0,7.38158449366529,0.0794582407306796,-0.10335568792382356,2.539082342423655e-05,110.364603421348,54.421295526011065,0.3772893535045845,79.45824073067959,103.16837822458906,0.029694476597997982,0.21090241410472252,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.15363029742421222,35.0,-12.719937723847735,1.7757461483745602,53.51239108666666,-8.475793501666667,39.89946433333339,0.908904439344404,1.6984934159872926,-8.230231661218182,245.5618404484845,0.32357731390822037
