,Unnamed: 0,Pb,Sn,Ge,Te,Se,S,PbTe,PbSe,PbS,SnTe,SnSe,SnS,GeTe,GeSe,GeS,Vegards E_hull,var_vol_norm,Smix_HT
47,47,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,58.50354933333375,0.012747515479323254,0.054850545474144446
48,48,0.0,0.0,1.0,0.6666666666666666,0.08333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.08333333333333333,0.25,51.18290233333367,0.010710804035240112,0.07100330947008922
49,49,0.0,0.0,1.0,0.6666666666666666,0.25,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.25,0.08333333333333333,36.54160833333349,0.006450181008956415,0.07100330947008922
50,50,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,29.220961333333406,0.004233609726677804,0.054850545474144446
51,51,0.0,0.0,1.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,52.33777650000037,0.010338890691951501,0.0484582919878343
52,52,0.0,0.0,1.0,0.75,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.08333333333333333,0.16666666666666666,45.017129500000294,0.008108976477388988,0.06217092835637042
53,53,0.0,0.0,1.0,0.75,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.16666666666666666,0.08333333333333333,37.6964825000002,0.005825360695374706,0.06217092835637041
54,54,0.0,0.0,1.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,30.375835500000115,0.0034913304323376396,0.0484582919878343
55,55,0.0,0.0,1.0,0.8333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.08333333333333333,0.08333333333333333,38.85135666666691,0.004970291178066539,0.04878149319166197
56,56,0.0,0.0,1.0,0.9166666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.08333333333333333,40.00623083333362,0.0039008336603865794,0.024717611823772946
57,57,0.0,0.0,1.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,32.68558383333353,0.0013598375473494715,0.024717611823772946
58,58,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.84045800000024,0.0,0.0
59,59,0.0,0.08333333333333333,0.9166666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.9166666666666666,104.89400866666735,0.0018709392741043983,0.024717611823772946
60,60,0.0,0.08333333333333333,0.9166666666666666,0.0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,0.006944444444444444,0.07638888888888888,0.0,0.07638888888888888,0.8402777777777777,97.7149608888895,0.002822777621824311,0.04943522364754589
61,61,0.0,0.08333333333333333,0.9166666666666666,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.02083333333333333,0.0625,0.0,0.22916666666666666,0.6875,83.35686533333379,0.004106329563042821,0.07317590381160724
62,62,0.0,0.08333333333333333,0.9166666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.027777777777777776,0.05555555555555555,0.0,0.3055555555555555,0.6111111111111109,76.17781755555592,0.004459733879449372,0.07956815729791739
63,63,0.0,0.08333333333333333,0.9166666666666666,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.04166666666666666,0.04166666666666666,0.0,0.4583333333333333,0.4583333333333333,61.819722000000226,0.0046397264395998325,0.08444841255273469
64,64,0.0,0.08333333333333333,0.9166666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.027777777777777776,0.0,0.6111111111111109,0.3055555555555555,47.461626444444505,0.004177800522815305,0.07956815729791739
65,65,0.0,0.08333333333333333,0.9166666666666666,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0625,0.02083333333333333,0.0,0.6875,0.22916666666666666,40.28257866666666,0.0037270370159435983,0.07317590381160724
66,66,0.0,0.08333333333333333,0.9166666666666666,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.07638888888888888,0.006944444444444444,0.0,0.8402777777777777,0.07638888888888888,25.924483111110952,0.00242399310988486,0.04943522364754589
67,67,0.0,0.08333333333333333,0.9166666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.9166666666666666,0.0,18.745435333333095,0.0015857760157882228,0.024717611823772946
68,68,0.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.0,0.9166666666666666,0.0,0.0,0.0,0.006944444444444444,0.0,0.07638888888888888,0.07638888888888888,0.0,0.8402777777777777,98.73787626388952,0.007837907575806723,0.04943522364754589
69,69,0.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.16666666666666666,0.75,0.0,0.0,0.0,0.006944444444444444,0.013888888888888888,0.0625,0.07638888888888888,0.15277777777777776,0.6875,84.37978070833383,0.008403790922171753,0.08688854018014336
70,70,0.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.25,0.6666666666666666,0.0,0.0,0.0,0.006944444444444444,0.02083333333333333,0.05555555555555555,0.07638888888888888,0.22916666666666666,0.6111111111111109,77.20073293055594,0.008423819532573575,0.09572092129386217
71,71,0.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.4166666666666666,0.5,0.0,0.0,0.0,0.006944444444444444,0.03472222222222222,0.04166666666666666,0.07638888888888888,0.3819444444444444,0.4583333333333333,62.84263737500026,0.007983704436246577,0.1038615924211522
72,72,0.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.5,0.4166666666666666,0.0,0.0,0.0,0.006944444444444444,0.04166666666666666,0.03472222222222222,0.07638888888888888,0.4583333333333333,0.3819444444444444,55.663589597222405,0.007540389842192316,0.1038615924211522
73,73,0.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.5833333333333333,0.3333333333333333,0.0,0.0,0.0,0.006944444444444444,0.04861111111111111,0.027777777777777776,0.07638888888888888,0.5347222222222221,0.3055555555555555,48.484541819444544,0.006958725216885633,0.10121318359132014
74,74,0.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.6666666666666666,0.25,0.0,0.0,0.0,0.006944444444444444,0.05555555555555555,0.02083333333333333,0.07638888888888888,0.6111111111111109,0.22916666666666666,41.30549404166669,0.0062460658262007045,0.09572092129386217
75,75,0.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.75,0.16666666666666666,0.0,0.0,0.0,0.006944444444444444,0.0625,0.013888888888888888,0.07638888888888888,0.6875,0.15277777777777776,34.12644626388884,0.00540938634508188,0.08688854018014336
76,76,0.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.8333333333333333,0.08333333333333333,0.0,0.0,0.0,0.006944444444444444,0.06944444444444442,0.006944444444444444,0.07638888888888888,0.7638888888888888,0.07638888888888888,26.947398486110984,0.00445530245541406,0.07349910501543491
77,77,0.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,0.006944444444444444,0.07638888888888888,0.0,0.07638888888888888,0.8402777777777777,0.0,19.768350708333134,0.0033900910790952035,0.04943522364754589
78,78,0.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,0.08333333333333333,0.75,0.0,0.0,0.0,0.013888888888888888,0.006944444444444444,0.0625,0.15277777777777776,0.07638888888888888,0.6875,85.40269608333386,0.012104860431691261,0.08688854018014336
79,79,0.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.013888888888888888,0.013888888888888888,0.05555555555555555,0.15277777777777776,0.15277777777777776,0.6111111111111109,78.22364830555598,0.011817656311710308,0.0994784242075713
80,80,0.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.013888888888888888,0.027777777777777776,0.04166666666666666,0.15277777777777776,0.3055555555555555,0.4583333333333333,63.8655527500003,0.01080593545063856,0.11187368528980693
81,81,0.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.013888888888888888,0.04166666666666666,0.027777777777777776,0.15277777777777776,0.4583333333333333,0.3055555555555555,49.507457194444584,0.009261817919282832,0.11187368528980693
82,82,0.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,0.75,0.08333333333333333,0.0,0.0,0.0,0.013888888888888888,0.0625,0.006944444444444444,0.15277777777777776,0.6875,0.07638888888888888,27.970313861111023,0.006067110120600584,0.08688854018014336
83,83,0.0,0.08333333333333333,0.9166666666666666,0.25,0.0,0.75,0.0,0.0,0.0,0.02083333333333333,0.0,0.0625,0.22916666666666666,0.0,0.6875,86.4256114583339,0.015252306054006072,0.07317590381160724
84,84,0.0,0.08333333333333333,0.9166666666666666,0.25,0.08333333333333333,0.6666666666666666,0.0,0.0,0.0,0.02083333333333333,0.006944444444444444,0.05555555555555555,0.22916666666666666,0.07638888888888888,0.6111111111111109,79.24656368055602,0.014681969595202238,0.09572092129386217
85,85,0.0,0.08333333333333333,0.9166666666666666,0.25,0.25,0.5,0.0,0.0,0.0,0.02083333333333333,0.02083333333333333,0.04166666666666666,0.22916666666666666,0.22916666666666666,0.4583333333333333,64.88846812500034,0.013143390659665216,0.11431381291721557
86,86,0.0,0.08333333333333333,0.9166666666666666,0.25,0.4166666666666666,0.3333333333333333,0.0,0.0,0.0,0.02083333333333333,0.03472222222222222,0.027777777777777776,0.22916666666666666,0.3819444444444444,0.3055555555555555,50.53037256944462,0.011120692156524201,0.11757422878968832
87,87,0.0,0.08333333333333333,0.9166666666666666,0.25,0.5,0.25,0.0,0.0,0.0,0.02083333333333333,0.04166666666666666,0.02083333333333333,0.22916666666666666,0.4583333333333333,0.22916666666666666,43.35132479166677,0.009943875846219296,0.11431381291721557
88,88,0.0,0.08333333333333333,0.9166666666666666,0.25,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.02083333333333333,0.05555555555555555,0.006944444444444444,0.22916666666666666,0.6111111111111109,0.07638888888888888,28.993229236111063,0.007288634907879741,0.09572092129386217
89,89,0.0,0.08333333333333333,0.9166666666666666,0.25,0.75,0.0,0.0,0.0,0.0,0.02083333333333333,0.0625,0.0,0.22916666666666666,0.6875,0.0,21.81418145833321,0.005821055813462368,0.07317590381160724
90,90,0.0,0.08333333333333333,0.9166666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.027777777777777776,0.0,0.05555555555555555,0.3055555555555555,0.0,0.6111111111111109,80.26947905555606,0.017054429094970857,0.07956815729791739
91,91,0.0,0.08333333333333333,0.9166666666666666,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0,0.027777777777777776,0.013888888888888888,0.04166666666666666,0.3055555555555555,0.15277777777777776,0.4583333333333333,65.91138350000037,0.01503030453532746,0.11187368528980693
92,92,0.0,0.08333333333333333,0.9166666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.3055555555555555,0.3055555555555555,0.3055555555555555,51.55328794444466,0.012566505919706645,0.11938869111722522
93,93,0.0,0.08333333333333333,0.9166666666666666,0.3333333333333333,0.4166666666666666,0.25,0.0,0.0,0.0,0.027777777777777776,0.03472222222222222,0.02083333333333333,0.3055555555555555,0.3819444444444444,0.22916666666666666,44.37424016666681,0.01118446624781121,0.11757422878968832
94,94,0.0,0.08333333333333333,0.9166666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.027777777777777776,0.05555555555555555,0.0,0.3055555555555555,0.6111111111111109,0.0,22.83709683333324,0.0065015279131576615,0.07956815729791739
95,95,0.0,0.08333333333333333,0.9166666666666666,0.4166666666666666,0.08333333333333333,0.5,0.0,0.0,0.0,0.03472222222222222,0.006944444444444444,0.04166666666666666,0.3819444444444444,0.07638888888888888,0.4583333333333333,66.93429887500041,0.016498400480266864,0.1038615924211522
96,96,0.0,0.08333333333333333,0.9166666666666666,0.4166666666666666,0.25,0.3333333333333333,0.0,0.0,0.0,0.03472222222222222,0.02083333333333333,0.027777777777777776,0.3819444444444444,0.22916666666666666,0.3055555555555555,52.5762033194447,0.013628161158271134,0.11757422878968832
97,97,0.0,0.08333333333333333,0.9166666666666666,0.4166666666666666,0.3333333333333333,0.25,0.0,0.0,0.0,0.03472222222222222,0.027777777777777776,0.02083333333333333,0.3819444444444444,0.3055555555555555,0.22916666666666666,45.39715554166685,0.012057028215762362,0.11757422878968832
98,98,0.0,0.08333333333333333,0.9166666666666666,0.4166666666666666,0.5,0.08333333333333333,0.0,0.0,0.0,0.03472222222222222,0.04166666666666666,0.006944444444444444,0.3819444444444444,0.4583333333333333,0.07638888888888888,31.03905998611114,0.00866740802830297,0.1038615924211522
99,99,0.0,0.08333333333333333,0.9166666666666666,0.5,0.0,0.5,0.0,0.0,0.0,0.04166666666666666,0.0,0.04166666666666666,0.4583333333333333,0.0,0.4583333333333333,67.95721425000045,0.017577095665975134,0.08444841255273469
100,100,0.0,0.08333333333333333,0.9166666666666666,0.5,0.08333333333333333,0.4166666666666666,0.0,0.0,0.0,0.04166666666666666,0.006944444444444444,0.03472222222222222,0.4583333333333333,0.07638888888888888,0.3819444444444444,60.778166472222594,0.01599737394093557,0.1038615924211522
101,101,0.0,0.08333333333333333,0.9166666666666666,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.04166666666666666,0.013888888888888888,0.027777777777777776,0.4583333333333333,0.15277777777777776,0.3055555555555555,53.59911869444474,0.014332485164395475,0.11187368528980693
102,102,0.0,0.08333333333333333,0.9166666666666666,0.5,0.25,0.25,0.0,0.0,0.0,0.04166666666666666,0.02083333333333333,0.02083333333333333,0.4583333333333333,0.22916666666666666,0.22916666666666666,46.42007091666689,0.012587193789092342,0.11431381291721557
103,103,0.0,0.08333333333333333,0.9166666666666666,0.5,0.4166666666666666,0.08333333333333333,0.0,0.0,0.0,0.04166666666666666,0.03472222222222222,0.006944444444444444,0.4583333333333333,0.3819444444444444,0.07638888888888888,32.06197536111118,0.008873275612549717,0.1038615924211522
104,104,0.0,0.08333333333333333,0.9166666666666666,0.5,0.5,0.0,0.0,0.0,0.0,0.04166666666666666,0.04166666666666666,0.0,0.4583333333333333,0.4583333333333333,0.0,24.882927583333323,0.006913030496758069,0.08444841255273469
105,105,0.0,0.08333333333333333,0.9166666666666666,0.5833333333333333,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.04861111111111111,0.006944444444444444,0.027777777777777776,0.5347222222222221,0.07638888888888888,0.3055555555555555,54.62203406944478,0.01470439567202316,0.10121318359132014
106,106,0.0,0.08333333333333333,0.9166666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.05555555555555555,0.0,0.027777777777777776,0.6111111111111109,0.0,0.3055555555555555,55.644949444444805,0.014767051292517338,0.07956815729791739
107,107,0.0,0.08333333333333333,0.9166666666666666,0.6666666666666666,0.08333333333333333,0.25,0.0,0.0,0.0,0.05555555555555555,0.006944444444444444,0.02083333333333333,0.6111111111111109,0.07638888888888888,0.22916666666666666,48.46590166666696,0.012713938787793925,0.09572092129386217
108,108,0.0,0.08333333333333333,0.9166666666666666,0.6666666666666666,0.25,0.08333333333333333,0.0,0.0,0.0,0.05555555555555555,0.02083333333333333,0.006944444444444444,0.6111111111111109,0.22916666666666666,0.07638888888888888,34.10780611111125,0.008427021393852142,0.09572092129386217
109,109,0.0,0.08333333333333333,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.027777777777777776,0.0,0.6111111111111109,0.3055555555555555,0.0,26.92875833333339,0.006200278924001629,0.07956815729791739
110,110,0.0,0.08333333333333333,0.9166666666666666,0.75,0.0,0.25,0.0,0.0,0.0,0.0625,0.0,0.02083333333333333,0.6875,0.0,0.22916666666666666,49.488817041667005,0.012353270412302414,0.07317590381160724
111,111,0.0,0.08333333333333333,0.9166666666666666,0.75,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0625,0.006944444444444444,0.013888888888888888,0.6875,0.07638888888888888,0.15277777777777776,42.30976926388915,0.010109516671660062,0.08688854018014336
112,112,0.0,0.08333333333333333,0.9166666666666666,0.75,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0625,0.013888888888888888,0.006944444444444444,0.6875,0.15277777777777776,0.07638888888888888,35.13072148611129,0.007814051052019853,0.08688854018014336
113,113,0.0,0.08333333333333333,0.9166666666666666,0.75,0.25,0.0,0.0,0.0,0.0,0.0625,0.02083333333333333,0.0,0.6875,0.22916666666666666,0.0,27.95167370833344,0.005470032901651002,0.07317590381160724
114,114,0.0,0.08333333333333333,0.9166666666666666,0.8333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.06944444444444442,0.006944444444444444,0.006944444444444444,0.7638888888888888,0.07638888888888888,0.07638888888888888,36.15363686111133,0.006965066055021025,0.07349910501543491
